p	c	rel	tg_p	tg_c	tg_diff	step
38255	145865	-1	4101	0	4101	step 4	
38255	146470	-1	4101	0	4101	step 4	
38255	143884	-1	4101	0	4101	step 4	
38255	144299	-1	4101	0	4101	step 4	
38255	143574	-1	4101	0	4101	step 4	
38255	143345	-1	4101	0	4101	step 4	
38255	142833	-1	4101	0	4101	step 4	
38255	142937	-1	4101	0	4101	step 4	
38255	142801	-1	4101	0	4101	step 4	
38255	145169	-1	4101	0	4101	step 4	
38255	144985	-1	4101	0	4101	step 4	
38255	146412	-1	4101	0	4101	step 4	
38255	142917	-1	4101	0	4101	step 4	
38255	146383	-1	4101	0	4101	step 4	
38255	146203	-1	4101	0	4101	step 4	
38255	145743	-1	4101	0	4101	step 4	
38255	145990	-1	4101	0	4101	step 4	
38255	143271	-1	4101	0	4101	step 4	
38255	145752	-1	4101	0	4101	step 4	
38255	144965	-1	4101	0	4101	step 4	
38255	145375	-1	4101	0	4101	step 4	
38255	144365	-1	4101	0	4101	step 4	
38255	143716	-1	4101	0	4101	step 4	
38255	145397	-1	4101	0	4101	step 4	
38255	144562	-1	4101	0	4101	step 4	
38255	146167	-1	4101	0	4101	step 4	
38255	145366	-1	4101	0	4101	step 4	
38255	143019	-1	4101	0	4101	step 4	
38255	142793	-1	4101	0	4101	step 4	
38255	144285	-1	4101	0	4101	step 4	
38255	142959	-1	4101	0	4101	step 4	
38255	144030	-1	4101	0	4101	step 4	
38255	145172	-1	4101	0	4101	step 4	
38255	146378	-1	4101	0	4101	step 4	
38255	145199	-1	4101	0	4101	step 4	
38255	146544	-1	4101	0	4101	step 4	
38255	145324	-1	4101	0	4101	step 4	
38255	144781	-1	4101	0	4101	step 4	
38255	142902	-1	4101	0	4101	step 4	
38255	143201	-1	4101	0	4101	step 4	
38255	145933	-1	4101	0	4101	step 4	
38255	143202	-1	4101	0	4101	step 4	
38255	143849	-1	4101	0	4101	step 4	
38255	146413	-1	4101	0	4101	step 4	
38255	143975	-1	4101	0	4101	step 4	
38255	144491	-1	4101	0	4101	step 4	
38255	145264	-1	4101	0	4101	step 4	
38255	142826	-1	4101	0	4101	step 4	
38255	143013	-1	4101	0	4101	step 4	
38255	144284	-1	4101	0	4101	step 4	
38255	144752	-1	4101	0	4101	step 4	
38255	144811	-1	4101	0	4101	step 4	
38255	143834	-1	4101	0	4101	step 4	
38255	145165	-1	4101	0	4101	step 4	
38255	143758	-1	4101	0	4101	step 4	
38255	143199	-1	4101	0	4101	step 4	
38255	144910	-1	4101	0	4101	step 4	
38255	142784	-1	4101	0	4101	step 4	
38255	144922	-1	4101	0	4101	step 4	
38255	145159	-1	4101	0	4101	step 4	
38255	145156	-1	4101	0	4101	step 4	
38255	146151	-1	4101	0	4101	step 4	
38255	144432	-1	4101	0	4101	step 4	
38255	143252	-1	4101	0	4101	step 4	
38255	144869	-1	4101	0	4101	step 4	
38255	146641	-1	4101	0	4101	step 4	
38255	142756	-1	4101	0	4101	step 4	
38255	143812	-1	4101	0	4101	step 4	
38255	146720	-1	4101	0	4101	step 4	
38255	144881	-1	4101	0	4101	step 4	
38255	142998	-1	4101	0	4101	step 4	
38255	146418	-1	4101	0	4101	step 4	
38255	145031	-1	4101	0	4101	step 4	
38255	146260	-1	4101	0	4101	step 4	
38255	146145	-1	4101	0	4101	step 4	
38255	144611	-1	4101	0	4101	step 4	
38255	144587	-1	4101	0	4101	step 4	
38255	146539	-1	4101	0	4101	step 4	
38255	145864	-1	4101	0	4101	step 4	
38255	144633	-1	4101	0	4101	step 4	
38255	144011	-1	4101	0	4101	step 4	
38255	146560	-1	4101	0	4101	step 4	
38255	145588	-1	4101	0	4101	step 4	
38255	143396	-1	4101	0	4101	step 4	
38255	145351	-1	4101	0	4101	step 4	
38255	146638	-1	4101	0	4101	step 4	
38255	143681	-1	4101	0	4101	step 4	
38255	144006	-1	4101	0	4101	step 4	
38255	145861	-1	4101	0	4101	step 4	
38255	144810	-1	4101	0	4101	step 4	
38255	146052	-1	4101	0	4101	step 4	
38255	145922	-1	4101	0	4101	step 4	
38255	144082	-1	4101	0	4101	step 4	
38255	145713	-1	4101	0	4101	step 4	
38255	145851	-1	4101	0	4101	step 4	
38255	146611	-1	4101	0	4101	step 4	
38255	146161	-1	4101	0	4101	step 4	
38255	143089	-1	4101	0	4101	step 4	
38255	145365	-1	4101	0	4101	step 4	
38255	146479	-1	4101	0	4101	step 4	
38255	146064	-1	4101	0	4101	step 4	
38255	144261	-1	4101	0	4101	step 4	
38255	143168	-1	4101	0	4101	step 4	
38255	143232	-1	4101	0	4101	step 4	
38255	143545	-1	4101	0	4101	step 4	
38255	143586	-1	4101	0	4101	step 4	
38255	142980	-1	4101	0	4101	step 4	
38255	146424	-1	4101	0	4101	step 4	
38255	143754	-1	4101	0	4101	step 4	
38255	145036	-1	4101	0	4101	step 4	
38255	144023	-1	4101	0	4101	step 4	
38255	144472	-1	4101	0	4101	step 4	
38255	143815	-1	4101	0	4101	step 4	
38255	145714	-1	4101	0	4101	step 4	
38255	143456	-1	4101	0	4101	step 4	
38255	144815	-1	4101	0	4101	step 4	
38255	145338	-1	4101	0	4101	step 4	
38255	143772	-1	4101	0	4101	step 4	
38255	143928	-1	4101	0	4101	step 4	
38255	146557	-1	4101	0	4101	step 4	
38255	145250	-1	4101	0	4101	step 4	
38255	143250	-1	4101	0	4101	step 4	
38255	145927	-1	4101	0	4101	step 4	
38255	143889	-1	4101	0	4101	step 4	
38255	146263	-1	4101	0	4101	step 4	
38255	145132	-1	4101	0	4101	step 4	
38255	146666	-1	4101	0	4101	step 4	
38255	146563	-1	4101	0	4101	step 4	
38255	145577	-1	4101	0	4101	step 4	
38255	142696	-1	4101	0	4101	step 4	
38255	146007	-1	4101	0	4101	step 4	
38255	143980	-1	4101	0	4101	step 4	
38255	145917	-1	4101	0	4101	step 4	
38255	143974	-1	4101	0	4101	step 4	
38255	145287	-1	4101	0	4101	step 4	
38255	144692	-1	4101	0	4101	step 4	
38255	142913	-1	4101	0	4101	step 4	
38255	144655	-1	4101	0	4101	step 4	
38255	143047	-1	4101	0	4101	step 4	
38255	145381	-1	4101	0	4101	step 4	
38255	146405	-1	4101	0	4101	step 4	
38255	145477	-1	4101	0	4101	step 4	
38255	145989	-1	4101	0	4101	step 4	
38255	146450	-1	4101	0	4101	step 4	
38255	143684	-1	4101	0	4101	step 4	
38255	144476	-1	4101	0	4101	step 4	
38255	144083	-1	4101	0	4101	step 4	
38255	144799	-1	4101	0	4101	step 4	
38255	146078	-1	4101	0	4101	step 4	
38255	144402	-1	4101	0	4101	step 4	
38255	146392	-1	4101	0	4101	step 4	
38255	143468	-1	4101	0	4101	step 4	
38255	143930	-1	4101	0	4101	step 4	
38255	146409	-1	4101	0	4101	step 4	
38255	144775	-1	4101	0	4101	step 4	
38255	144471	-1	4101	0	4101	step 4	
38255	143532	-1	4101	0	4101	step 4	
38255	144163	-1	4101	0	4101	step 4	
38255	143129	-1	4101	0	4101	step 4	
38255	142751	-1	4101	0	4101	step 4	
38255	142844	-1	4101	0	4101	step 4	
38255	143448	-1	4101	0	4101	step 4	
38255	144053	-1	4101	0	4101	step 4	
38255	145272	-1	4101	0	4101	step 4	
38255	146534	-1	4101	0	4101	step 4	
38255	143798	-1	4101	0	4101	step 4	
38255	145606	-1	4101	0	4101	step 4	
38255	146197	-1	4101	0	4101	step 4	
38255	145776	-1	4101	0	4101	step 4	
38255	144725	-1	4101	0	4101	step 4	
38255	144597	-1	4101	0	4101	step 4	
38255	144969	-1	4101	0	4101	step 4	
38255	143453	-1	4101	0	4101	step 4	
38255	143910	-1	4101	0	4101	step 4	
38255	145347	-1	4101	0	4101	step 4	
38255	143826	-1	4101	0	4101	step 4	
38255	146678	-1	4101	0	4101	step 4	
38255	145029	-1	4101	0	4101	step 4	
38255	143086	-1	4101	0	4101	step 4	
38255	143517	-1	4101	0	4101	step 4	
38255	142759	-1	4101	0	4101	step 4	
38255	144225	-1	4101	0	4101	step 4	
38255	144955	-1	4101	0	4101	step 4	
38255	145832	-1	4101	0	4101	step 4	
38255	145091	-1	4101	0	4101	step 4	
38255	145995	-1	4101	0	4101	step 4	
38255	145283	-1	4101	0	4101	step 4	
38255	143951	-1	4101	0	4101	step 4	
38255	144084	-1	4101	0	4101	step 4	
38255	142816	-1	4101	0	4101	step 4	
38255	144948	-1	4101	0	4101	step 4	
38255	146309	-1	4101	0	4101	step 4	
38255	145805	-1	4101	0	4101	step 4	
38255	145841	-1	4101	0	4101	step 4	
38255	144454	-1	4101	0	4101	step 4	
38255	145874	-1	4101	0	4101	step 4	
38255	145652	-1	4101	0	4101	step 4	
38255	146010	-1	4101	0	4101	step 4	
38255	145687	-1	4101	0	4101	step 4	
38255	143494	-1	4101	0	4101	step 4	
38255	145533	-1	4101	0	4101	step 4	
38255	143399	-1	4101	0	4101	step 4	
38255	145675	-1	4101	0	4101	step 4	
38255	145202	-1	4101	0	4101	step 4	
38255	145678	-1	4101	0	4101	step 4	
38255	146092	-1	4101	0	4101	step 4	
38255	145764	-1	4101	0	4101	step 4	
38255	143205	-1	4101	0	4101	step 4	
38255	144408	-1	4101	0	4101	step 4	
38255	146226	-1	4101	0	4101	step 4	
38255	143350	-1	4101	0	4101	step 4	
38255	142732	-1	4101	0	4101	step 4	
38255	146552	-1	4101	0	4101	step 4	
38255	143804	-1	4101	0	4101	step 4	
38255	143718	-1	4101	0	4101	step 4	
38255	143914	-1	4101	0	4101	step 4	
38255	146266	-1	4101	0	4101	step 4	
38255	142928	-1	4101	0	4101	step 4	
38255	146551	-1	4101	0	4101	step 4	
38255	146304	-1	4101	0	4101	step 4	
38255	144911	-1	4101	0	4101	step 4	
38255	143760	-1	4101	0	4101	step 4	
38255	142945	-1	4101	0	4101	step 4	
38255	144665	-1	4101	0	4101	step 4	
38255	144131	-1	4101	0	4101	step 4	
38255	142749	-1	4101	0	4101	step 4	
38255	143525	-1	4101	0	4101	step 4	
38255	144061	-1	4101	0	4101	step 4	
38255	144405	-1	4101	0	4101	step 4	
38255	144363	-1	4101	0	4101	step 4	
38255	144609	-1	4101	0	4101	step 4	
38255	144851	-1	4101	0	4101	step 4	
38255	146120	-1	4101	0	4101	step 4	
38255	144555	-1	4101	0	4101	step 4	
38255	145110	-1	4101	0	4101	step 4	
38255	143927	-1	4101	0	4101	step 4	
38255	142707	-1	4101	0	4101	step 4	
38255	144263	-1	4101	0	4101	step 4	
38255	143611	-1	4101	0	4101	step 4	
38255	145087	-1	4101	0	4101	step 4	
38255	143919	-1	4101	0	4101	step 4	
38255	145991	-1	4101	0	4101	step 4	
38255	145479	-1	4101	0	4101	step 4	
38255	144889	-1	4101	0	4101	step 4	
38255	145589	-1	4101	0	4101	step 4	
38255	142987	-1	4101	0	4101	step 4	
38255	144360	-1	4101	0	4101	step 4	
38255	143266	-1	4101	0	4101	step 4	
38255	145360	-1	4101	0	4101	step 4	
38255	146236	-1	4101	0	4101	step 4	
38255	142714	-1	4101	0	4101	step 4	
38255	145742	-1	4101	0	4101	step 4	
38255	144963	-1	4101	0	4101	step 4	
38255	145504	-1	4101	0	4101	step 4	
38255	145070	-1	4101	0	4101	step 4	
38255	143851	-1	4101	0	4101	step 4	
38255	146683	-1	4101	0	4101	step 4	
38255	144938	-1	4101	0	4101	step 4	
38255	145128	-1	4101	0	4101	step 4	
38255	143220	-1	4101	0	4101	step 4	
38255	145508	-1	4101	0	4101	step 4	
38255	142823	-1	4101	0	4101	step 4	
38255	146245	-1	4101	0	4101	step 4	
38255	144772	-1	4101	0	4101	step 4	
38255	142742	-1	4101	0	4101	step 4	
38255	145234	-1	4101	0	4101	step 4	
38255	144121	-1	4101	0	4101	step 4	
38255	146307	-1	4101	0	4101	step 4	
38255	143182	-1	4101	0	4101	step 4	
38255	145025	-1	4101	0	4101	step 4	
38255	142735	-1	4101	0	4101	step 4	
38255	146605	-1	4101	0	4101	step 4	
38255	146724	-1	4101	0	4101	step 4	
38255	144208	-1	4101	0	4101	step 4	
38255	144878	-1	4101	0	4101	step 4	
38255	146261	-1	4101	0	4101	step 4	
38255	144940	-1	4101	0	4101	step 4	
38255	145181	-1	4101	0	4101	step 4	
38255	145975	-1	4101	0	4101	step 4	
38255	145683	-1	4101	0	4101	step 4	
38255	145296	-1	4101	0	4101	step 4	
38255	144582	-1	4101	0	4101	step 4	
38255	144459	-1	4101	0	4101	step 4	
38255	145950	-1	4101	0	4101	step 4	
38255	144975	-1	4101	0	4101	step 4	
38255	144762	-1	4101	0	4101	step 4	
38255	143035	-1	4101	0	4101	step 4	
38255	144260	-1	4101	0	4101	step 4	
38255	142919	-1	4101	0	4101	step 4	
38255	143346	-1	4101	0	4101	step 4	
38255	144049	-1	4101	0	4101	step 4	
38255	145943	-1	4101	0	4101	step 4	
38255	144897	-1	4101	0	4101	step 4	
38255	143612	-1	4101	0	4101	step 4	
38255	145767	-1	4101	0	4101	step 4	
38255	145017	-1	4101	0	4101	step 4	
38255	145867	-1	4101	0	4101	step 4	
38255	145502	-1	4101	0	4101	step 4	
38255	146522	-1	4101	0	4101	step 4	
38255	142787	-1	4101	0	4101	step 4	
38255	143648	-1	4101	0	4101	step 4	
38255	146337	-1	4101	0	4101	step 4	
38255	143482	-1	4101	0	4101	step 4	
38255	146459	-1	4101	0	4101	step 4	
38255	145232	-1	4101	0	4101	step 4	
38255	144289	-1	4101	0	4101	step 4	
38255	146685	-1	4101	0	4101	step 4	
38255	144550	-1	4101	0	4101	step 4	
38255	142931	-1	4101	0	4101	step 4	
38255	146264	-1	4101	0	4101	step 4	
38255	145699	-1	4101	0	4101	step 4	
38255	142973	-1	4101	0	4101	step 4	
38255	145905	-1	4101	0	4101	step 4	
38255	146323	-1	4101	0	4101	step 4	
38255	145447	-1	4101	0	4101	step 4	
38255	144424	-1	4101	0	4101	step 4	
38255	142654	-1	4101	2	4099	step 4	
38255	143159	-1	4101	0	4101	step 4	
38255	146561	-1	4101	0	4101	step 4	
38255	144111	-1	4101	0	4101	step 4	
38255	145731	-1	4101	0	4101	step 4	
38255	146102	-1	4101	0	4101	step 4	
38255	145014	-1	4101	0	4101	step 4	
38255	145126	-1	4101	0	4101	step 4	
38255	145088	-1	4101	0	4101	step 4	
38255	143909	-1	4101	0	4101	step 4	
38255	143014	-1	4101	0	4101	step 4	
38255	145074	-1	4101	0	4101	step 4	
38255	143558	-1	4101	0	4101	step 4	
38255	143621	-1	4101	0	4101	step 4	
38255	144545	-1	4101	0	4101	step 4	
38255	146438	-1	4101	0	4101	step 4	
38255	144726	-1	4101	0	4101	step 4	
38255	144873	-1	4101	0	4101	step 4	
38255	142666	-1	4101	2	4099	step 4	
38255	145174	-1	4101	0	4101	step 4	
38255	143547	-1	4101	0	4101	step 4	
38255	146314	-1	4101	0	4101	step 4	
38255	145410	-1	4101	0	4101	step 4	
38255	146300	-1	4101	0	4101	step 4	
38255	142905	-1	4101	0	4101	step 4	
38255	145770	-1	4101	0	4101	step 4	
38255	145987	-1	4101	0	4101	step 4	
38255	145040	-1	4101	0	4101	step 4	
38255	146093	-1	4101	0	4101	step 4	
38255	144570	-1	4101	0	4101	step 4	
38255	144966	-1	4101	0	4101	step 4	
38255	146277	-1	4101	0	4101	step 4	
38255	143561	-1	4101	0	4101	step 4	
38255	143746	-1	4101	0	4101	step 4	
38255	145464	-1	4101	0	4101	step 4	
38255	145938	-1	4101	0	4101	step 4	
38255	144729	-1	4101	0	4101	step 4	
38255	143822	-1	4101	0	4101	step 4	
38255	142857	-1	4101	0	4101	step 4	
38255	145009	-1	4101	0	4101	step 4	
38255	145844	-1	4101	0	4101	step 4	
38255	144674	-1	4101	0	4101	step 4	
38255	143307	-1	4101	0	4101	step 4	
38255	143050	-1	4101	0	4101	step 4	
38255	144997	-1	4101	0	4101	step 4	
38255	146640	-1	4101	0	4101	step 4	
38255	143497	-1	4101	0	4101	step 4	
38255	144118	-1	4101	0	4101	step 4	
38255	143233	-1	4101	0	4101	step 4	
38255	142716	-1	4101	0	4101	step 4	
38255	142965	-1	4101	0	4101	step 4	
38255	144182	-1	4101	0	4101	step 4	
38255	145205	-1	4101	0	4101	step 4	
38255	142665	-1	4101	2	4099	step 4	
38255	144075	-1	4101	0	4101	step 4	
38255	146157	-1	4101	0	4101	step 4	
38255	143505	-1	4101	0	4101	step 4	
38255	144932	-1	4101	0	4101	step 4	
38255	143480	-1	4101	0	4101	step 4	
38255	144369	-1	4101	0	4101	step 4	
38255	145364	-1	4101	0	4101	step 4	
38255	143751	-1	4101	0	4101	step 4	
38255	146721	-1	4101	0	4101	step 4	
38255	146466	-1	4101	0	4101	step 4	
38255	143911	-1	4101	0	4101	step 4	
38255	144677	-1	4101	0	4101	step 4	
38255	143989	-1	4101	0	4101	step 4	
38255	144683	-1	4101	0	4101	step 4	
38255	144747	-1	4101	0	4101	step 4	
38255	142811	-1	4101	0	4101	step 4	
38255	142795	-1	4101	0	4101	step 4	
38255	143602	-1	4101	0	4101	step 4	
38255	144939	-1	4101	0	4101	step 4	
38255	143306	-1	4101	0	4101	step 4	
38255	143509	-1	4101	0	4101	step 4	
38255	146415	-1	4101	0	4101	step 4	
38255	144534	-1	4101	0	4101	step 4	
38255	146056	-1	4101	0	4101	step 4	
38255	144099	-1	4101	0	4101	step 4	
38255	143729	-1	4101	0	4101	step 4	
38255	146487	-1	4101	0	4101	step 4	
38255	145099	-1	4101	0	4101	step 4	
38255	145977	-1	4101	0	4101	step 4	
38255	145754	-1	4101	0	4101	step 4	
38255	144044	-1	4101	0	4101	step 4	
38255	144521	-1	4101	0	4101	step 4	
38255	143655	-1	4101	0	4101	step 4	
38255	145352	-1	4101	0	4101	step 4	
38255	144236	-1	4101	0	4101	step 4	
38255	145472	-1	4101	0	4101	step 4	
38255	142997	-1	4101	0	4101	step 4	
38255	145561	-1	4101	0	4101	step 4	
38255	142878	-1	4101	0	4101	step 4	
38255	143912	-1	4101	0	4101	step 4	
38255	145604	-1	4101	0	4101	step 4	
38255	143647	-1	4101	0	4101	step 4	
38255	142950	-1	4101	0	4101	step 4	
38255	143175	-1	4101	0	4101	step 4	
38255	145292	-1	4101	0	4101	step 4	
38255	144127	-1	4101	0	4101	step 4	
38255	143997	-1	4101	0	4101	step 4	
38255	144093	-1	4101	0	4101	step 4	
38255	145035	-1	4101	0	4101	step 4	
38255	143320	-1	4101	0	4101	step 4	
38255	143502	-1	4101	0	4101	step 4	
38255	146393	-1	4101	0	4101	step 4	
38255	143840	-1	4101	0	4101	step 4	
38255	145297	-1	4101	0	4101	step 4	
38255	146050	-1	4101	0	4101	step 4	
38255	144822	-1	4101	0	4101	step 4	
38255	142733	-1	4101	0	4101	step 4	
38255	146736	-1	4101	0	4101	step 4	
38255	146535	-1	4101	0	4101	step 4	
38255	145879	-1	4101	0	4101	step 4	
38255	143932	-1	4101	0	4101	step 4	
38255	146490	-1	4101	0	4101	step 4	
38255	145849	-1	4101	0	4101	step 4	
38255	144727	-1	4101	0	4101	step 4	
38255	146298	-1	4101	0	4101	step 4	
38255	143528	-1	4101	0	4101	step 4	
38255	146142	-1	4101	0	4101	step 4	
38255	144168	-1	4101	0	4101	step 4	
38255	145760	-1	4101	0	4101	step 4	
38255	145544	-1	4101	0	4101	step 4	
38255	145119	-1	4101	0	4101	step 4	
38255	143302	-1	4101	0	4101	step 4	
38255	145936	-1	4101	0	4101	step 4	
38255	144924	-1	4101	0	4101	step 4	
38255	144844	-1	4101	0	4101	step 4	
38255	143397	-1	4101	0	4101	step 4	
38255	143191	-1	4101	0	4101	step 4	
38255	146607	-1	4101	0	4101	step 4	
38255	145004	-1	4101	0	4101	step 4	
38255	146025	-1	4101	0	4101	step 4	
38255	145526	-1	4101	0	4101	step 4	
38255	142702	-1	4101	0	4101	step 4	
38255	143790	-1	4101	0	4101	step 4	
38255	145939	-1	4101	0	4101	step 4	
38255	146053	-1	4101	0	4101	step 4	
38255	143769	-1	4101	0	4101	step 4	
38255	145591	-1	4101	0	4101	step 4	
38255	143813	-1	4101	0	4101	step 4	
38255	146565	-1	4101	0	4101	step 4	
38255	143328	-1	4101	0	4101	step 4	
38255	143310	-1	4101	0	4101	step 4	
38255	144494	-1	4101	0	4101	step 4	
38255	146080	-1	4101	0	4101	step 4	
38255	145948	-1	4101	0	4101	step 4	
38255	145259	-1	4101	0	4101	step 4	
38255	146343	-1	4101	0	4101	step 4	
38255	146346	-1	4101	0	4101	step 4	
38255	146349	-1	4101	0	4101	step 4	
38255	143693	-1	4101	0	4101	step 4	
38255	144333	-1	4101	0	4101	step 4	
38255	143094	-1	4101	0	4101	step 4	
38255	143821	-1	4101	0	4101	step 4	
38255	144690	-1	4101	0	4101	step 4	
38255	143026	-1	4101	0	4101	step 4	
38255	145363	-1	4101	0	4101	step 4	
38255	143393	-1	4101	0	4101	step 4	
38255	143931	-1	4101	0	4101	step 4	
38255	144709	-1	4101	0	4101	step 4	
38255	144437	-1	4101	0	4101	step 4	
38255	143893	-1	4101	0	4101	step 4	
38255	145148	-1	4101	0	4101	step 4	
38255	144920	-1	4101	0	4101	step 4	
38255	145125	-1	4101	0	4101	step 4	
38255	143921	-1	4101	0	4101	step 4	
38255	144845	-1	4101	0	4101	step 4	
38255	144287	-1	4101	0	4101	step 4	
38255	146649	-1	4101	0	4101	step 4	
38255	144303	-1	4101	0	4101	step 4	
38255	143749	-1	4101	0	4101	step 4	
38255	143377	-1	4101	0	4101	step 4	
38255	144102	-1	4101	0	4101	step 4	
38255	144318	-1	4101	0	4101	step 4	
38255	143526	-1	4101	0	4101	step 4	
38255	143214	-1	4101	0	4101	step 4	
38255	144164	-1	4101	0	4101	step 4	
38255	144315	-1	4101	0	4101	step 4	
38255	144397	-1	4101	0	4101	step 4	
38255	143370	-1	4101	0	4101	step 4	
38255	145492	-1	4101	0	4101	step 4	
38255	146686	-1	4101	0	4101	step 4	
38255	145077	-1	4101	0	4101	step 4	
38255	146191	-1	4101	0	4101	step 4	
38255	144497	-1	4101	0	4101	step 4	
38255	144732	-1	4101	0	4101	step 4	
38255	143123	-1	4101	0	4101	step 4	
38255	144191	-1	4101	0	4101	step 4	
38255	144760	-1	4101	0	4101	step 4	
38255	144999	-1	4101	0	4101	step 4	
38255	142898	-1	4101	0	4101	step 4	
38255	144915	-1	4101	0	4101	step 4	
38255	146715	-1	4101	0	4101	step 4	
38255	145037	-1	4101	0	4101	step 4	
38255	144901	-1	4101	0	4101	step 4	
38255	144745	-1	4101	0	4101	step 4	
38255	146398	-1	4101	0	4101	step 4	
38255	143451	-1	4101	0	4101	step 4	
38255	143548	-1	4101	0	4101	step 4	
38255	142840	-1	4101	0	4101	step 4	
38255	144197	-1	4101	0	4101	step 4	
38255	143074	-1	4101	0	4101	step 4	
38255	144663	-1	4101	0	4101	step 4	
38255	145116	-1	4101	0	4101	step 4	
38255	143922	-1	4101	0	4101	step 4	
38255	144305	-1	4101	0	4101	step 4	
38255	142777	-1	4101	0	4101	step 4	
38255	146225	-1	4101	0	4101	step 4	
38255	146702	-1	4101	0	4101	step 4	
38255	144218	-1	4101	0	4101	step 4	
38255	144742	-1	4101	0	4101	step 4	
38255	144068	-1	4101	0	4101	step 4	
38255	143734	-1	4101	0	4101	step 4	
38255	146083	-1	4101	0	4101	step 4	
38255	142885	-1	4101	0	4101	step 4	
38255	146137	-1	4101	0	4101	step 4	
38255	143230	-1	4101	0	4101	step 4	
38255	145085	-1	4101	0	4101	step 4	
38255	145198	-1	4101	0	4101	step 4	
38255	145751	-1	4101	0	4101	step 4	
38255	142914	-1	4101	0	4101	step 4	
38255	144644	-1	4101	0	4101	step 4	
38255	145904	-1	4101	0	4101	step 4	
38255	146229	-1	4101	0	4101	step 4	
38255	145503	-1	4101	0	4101	step 4	
38255	144291	-1	4101	0	4101	step 4	
38255	142882	-1	4101	0	4101	step 4	
38255	143138	-1	4101	0	4101	step 4	
38255	146209	-1	4101	0	4101	step 4	
38255	144635	-1	4101	0	4101	step 4	
38255	145398	-1	4101	0	4101	step 4	
38255	143953	-1	4101	0	4101	step 4	
38255	146380	-1	4101	0	4101	step 4	
38255	144039	-1	4101	0	4101	step 4	
38255	142719	-1	4101	0	4101	step 4	
38255	142894	-1	4101	0	4101	step 4	
38255	144536	-1	4101	0	4101	step 4	
38255	144187	-1	4101	0	4101	step 4	
38255	143501	-1	4101	0	4101	step 4	
38255	144894	-1	4101	0	4101	step 4	
38255	144539	-1	4101	0	4101	step 4	
38255	143858	-1	4101	0	4101	step 4	
38255	143599	-1	4101	0	4101	step 4	
38255	142725	-1	4101	0	4101	step 4	
38255	146411	-1	4101	0	4101	step 4	
38255	143125	-1	4101	0	4101	step 4	
38255	145711	-1	4101	0	4101	step 4	
38255	144106	-1	4101	0	4101	step 4	
38255	144368	-1	4101	0	4101	step 4	
38255	146521	-1	4101	0	4101	step 4	
38255	146311	-1	4101	0	4101	step 4	
38255	144656	-1	4101	0	4101	step 4	
38255	143935	-1	4101	0	4101	step 4	
38255	145500	-1	4101	0	4101	step 4	
38255	145932	-1	4101	0	4101	step 4	
38255	143186	-1	4101	0	4101	step 4	
38255	142880	-1	4101	0	4101	step 4	
38255	142952	-1	4101	0	4101	step 4	
38255	144421	-1	4101	0	4101	step 4	
38255	145737	-1	4101	0	4101	step 4	
38255	143642	-1	4101	0	4101	step 4	
38255	144730	-1	4101	0	4101	step 4	
38255	142986	-1	4101	0	4101	step 4	
38255	145425	-1	4101	0	4101	step 4	
38255	146530	-1	4101	0	4101	step 4	
38255	143925	-1	4101	0	4101	step 4	
38255	146527	-1	4101	0	4101	step 4	
38255	145930	-1	4101	0	4101	step 4	
38255	145798	-1	4101	0	4101	step 4	
38255	145123	-1	4101	0	4101	step 4	
38255	144670	-1	4101	0	4101	step 4	
38255	146360	-1	4101	0	4101	step 4	
38255	144188	-1	4101	0	4101	step 4	
38255	145321	-1	4101	0	4101	step 4	
38255	144176	-1	4101	0	4101	step 4	
38255	145344	-1	4101	0	4101	step 4	
38255	145834	-1	4101	0	4101	step 4	
38255	145974	-1	4101	0	4101	step 4	
38255	144002	-1	4101	0	4101	step 4	
38255	145596	-1	4101	0	4101	step 4	
38255	145069	-1	4101	0	4101	step 4	
38255	146313	-1	4101	0	4101	step 4	
38255	142954	-1	4101	0	4101	step 4	
38255	143383	-1	4101	0	4101	step 4	
38255	143092	-1	4101	0	4101	step 4	
38255	145524	-1	4101	0	4101	step 4	
38255	144723	-1	4101	0	4101	step 4	
38255	143829	-1	4101	0	4101	step 4	
38255	143277	-1	4101	0	4101	step 4	
38255	143674	-1	4101	0	4101	step 4	
38255	145819	-1	4101	0	4101	step 4	
38255	144936	-1	4101	0	4101	step 4	
38255	143326	-1	4101	0	4101	step 4	
38255	144874	-1	4101	0	4101	step 4	
38255	146301	-1	4101	0	4101	step 4	
38255	146354	-1	4101	0	4101	step 4	
38255	144078	-1	4101	0	4101	step 4	
38255	143799	-1	4101	0	4101	step 4	
38255	144253	-1	4101	0	4101	step 4	
38255	146136	-1	4101	0	4101	step 4	
38255	142675	-1	4101	0	4101	step 4	
38255	144142	-1	4101	0	4101	step 4	
38255	145481	-1	4101	0	4101	step 4	
38255	146195	-1	4101	0	4101	step 4	
38255	145903	-1	4101	0	4101	step 4	
38255	143888	-1	4101	0	4101	step 4	
38255	146526	-1	4101	0	4101	step 4	
38255	146707	-1	4101	0	4101	step 4	
38255	144950	-1	4101	0	4101	step 4	
38255	143046	-1	4101	0	4101	step 4	
38255	145380	-1	4101	0	4101	step 4	
38255	143637	-1	4101	0	4101	step 4	
38255	143400	-1	4101	0	4101	step 4	
38255	142710	-1	4101	0	4101	step 4	
38255	143626	-1	4101	0	4101	step 4	
38255	144226	-1	4101	0	4101	step 4	
38255	143160	-1	4101	0	4101	step 4	
